  1.2164571e-001  1.8267595e-001  2.1739948e-001  4.7827887e-001
  2.3353808e-001  3.4670081e-001  2.6340010e-001  1.5636101e-001
  1.3123778e-001  4.6596139e-001  3.7963978e-001  2.3161047e-002
  5.9234012e-001  5.8365227e-002  8.9943373e-002  2.5935128e-001
  7.1693436e-002  3.6167958e-001  3.2439394e-001  2.4223304e-001
  8.0809539e-002  4.6085147e-001  4.0677585e-001  5.1563137e-002
  1.7267059e-001  6.9999568e-002  1.5335929e-001  6.0397055e-001
  4.8682176e-001  1.6825831e-001  1.7849606e-001  1.6642386e-001
  7.3176976e-001  1.2469279e-001  1.1949493e-001  2.4042524e-002
  2.8807218e-002  3.2880856e-002  1.3840101e-001  7.9991092e-001
  2.1197251e-001  2.0998951e-001  2.6734257e-001  3.1069541e-001
  2.8624092e-001  3.0394313e-001  3.1863190e-001  9.1184048e-002
  1.6033378e-001  6.8273931e-001  1.4515739e-002  1.4241117e-001
  2.3577765e-002  2.0065341e-001  3.1612580e-001  4.5964303e-001
  1.2565008e-001  3.3574278e-001  3.8914366e-001  1.4946348e-001
  6.4936434e-002  3.2572527e-001  2.2850186e-002  5.8648811e-001
  3.5266900e-001  9.4163785e-002  1.9499145e-001  3.5817577e-001
  6.7847974e-001  1.0908331e-001  1.4180166e-001  7.0635284e-002
  1.0250137e-002  1.2111620e-001  8.5343258e-001  1.5201089e-002
  1.0689604e-001  7.7399440e-002  2.4267209e-001  5.7303243e-001
  2.9937245e-001  2.0439628e-001  3.0394166e-001  1.9228962e-001
  2.7158145e-001  1.9124445e-001  4.9822897e-001  3.8945122e-002
  5.0171868e-001  1.1261263e-002  1.1810236e-001  3.6891769e-001
  1.1015278e-001  2.1491903e-001  3.7627247e-001  2.9865573e-001
  1.3719817e-001  2.5345465e-001  5.3165542e-001  7.7691765e-002
  1.3202154e-001  6.9342755e-001  3.2728298e-002  1.4182262e-001
  5.6235057e-001  8.2642086e-002  1.7839119e-001  1.7661615e-001
  2.6484569e-002  2.8302298e-001  5.6447758e-001  1.2601487e-001
  6.8671736e-002  5.2369601e-001  5.4011273e-002  3.5362098e-001
  2.1114223e-001  1.0536890e-001  3.0586126e-001  3.7762761e-001
  3.7635775e-001  1.6914895e-001  3.4655114e-001  1.0794216e-001
  4.8569654e-001  1.6678246e-001  2.6932878e-002  3.2058812e-001
  4.3606123e-002  7.0418436e-002  3.4774536e-001  5.3823008e-001
  1.6497716e-001  2.0175078e-001  4.4803999e-001  1.8523208e-001
  6.3548057e-002  8.5313947e-002  1.9150604e-002  8.3198739e-001
  9.1531869e-002  8.6423670e-001  1.4928107e-002  2.9303322e-002
  8.5425717e-001  2.9820166e-002  7.5639537e-002  4.0283125e-002
  2.6133665e-002  9.1109849e-002  8.5406690e-001  2.8689586e-002
  1.0201125e-001  6.9683204e-001  5.6826772e-002  1.4432995e-001
  3.2368829e-001  1.0911120e-001  3.3890231e-001  2.2829821e-001
  3.9803490e-001  9.7981085e-002  4.5988541e-001  4.4098601e-002
  2.6001570e-002  5.9317340e-001  8.6637695e-002  2.9418733e-001
  1.0918261e-001  9.9162877e-002  4.2947257e-001  3.6218195e-001
  1.7815313e-001  1.4992315e-001  5.7617460e-001  9.5749132e-002
  3.2175183e-001  3.0329366e-001  6.4679650e-002  3.1027485e-001
  4.9305013e-001  2.3987985e-002  2.3544392e-001  2.4751797e-001
  6.2021259e-002  1.6653018e-001  6.1908747e-001  1.5236109e-001
  1.1188641e-001  2.5858152e-001  7.3970017e-002  5.5556205e-001
