0.0000000000000000e+00 0.0000000000000000e+00 1.0000000000000000e+00 
0.0000000000000000e+00 2.5000000000000000e-01 7.5000000000000000e-01 
0.0000000000000000e+00 5.0000000000000000e-01 5.0000000000000000e-01 
0.0000000000000000e+00 7.5000000000000000e-01 2.5000000000000000e-01 
0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00 
2.5000000000000000e-01 0.0000000000000000e+00 7.5000000000000000e-01 
2.5000000000000000e-01 2.5000000000000000e-01 5.0000000000000000e-01 
2.5000000000000000e-01 5.0000000000000000e-01 2.5000000000000000e-01 
2.5000000000000000e-01 7.5000000000000000e-01 0.0000000000000000e+00 
5.0000000000000000e-01 0.0000000000000000e+00 5.0000000000000000e-01 
5.0000000000000000e-01 2.5000000000000000e-01 2.5000000000000000e-01 
5.0000000000000000e-01 5.0000000000000000e-01 0.0000000000000000e+00 
7.5000000000000000e-01 0.0000000000000000e+00 2.5000000000000000e-01 
7.5000000000000000e-01 2.5000000000000000e-01 0.0000000000000000e+00 
1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 
1.6666666666666666e-01 1.6666666666666666e-01 6.6666666666666663e-01 
1.6666666666666666e-01 2.3809523809523808e-01 5.9523809523809523e-01 
1.6666666666666666e-01 3.0952380952380953e-01 5.2380952380952384e-01 
1.6666666666666666e-01 3.8095238095238093e-01 4.5238095238095233e-01 
1.6666666666666666e-01 4.5238095238095233e-01 3.8095238095238093e-01 
1.6666666666666666e-01 5.2380952380952384e-01 3.0952380952380953e-01 
1.6666666666666666e-01 5.9523809523809523e-01 2.3809523809523808e-01 
1.6666666666666666e-01 6.6666666666666663e-01 1.6666666666666666e-01 
2.3809523809523808e-01 1.6666666666666666e-01 5.9523809523809523e-01 
2.3809523809523808e-01 2.3809523809523808e-01 5.2380952380952384e-01 
2.3809523809523808e-01 3.0952380952380953e-01 4.5238095238095233e-01 
2.3809523809523808e-01 3.8095238095238093e-01 3.8095238095238093e-01 
2.3809523809523808e-01 4.5238095238095233e-01 3.0952380952380953e-01 
2.3809523809523808e-01 5.2380952380952384e-01 2.3809523809523808e-01 
2.3809523809523808e-01 5.9523809523809523e-01 1.6666666666666666e-01 
3.0952380952380953e-01 1.6666666666666666e-01 5.2380952380952384e-01 
3.0952380952380953e-01 2.3809523809523808e-01 4.5238095238095233e-01 
3.0952380952380953e-01 3.0952380952380953e-01 3.8095238095238093e-01 
3.0952380952380953e-01 3.8095238095238093e-01 3.0952380952380953e-01 
3.0952380952380953e-01 4.5238095238095233e-01 2.3809523809523808e-01 
3.0952380952380953e-01 5.2380952380952384e-01 1.6666666666666666e-01 
3.8095238095238093e-01 1.6666666666666666e-01 4.5238095238095233e-01 
3.8095238095238093e-01 2.3809523809523808e-01 3.8095238095238093e-01 
3.8095238095238093e-01 3.0952380952380953e-01 3.0952380952380953e-01 
3.8095238095238093e-01 3.8095238095238093e-01 2.3809523809523808e-01 
3.8095238095238093e-01 4.5238095238095233e-01 1.6666666666666666e-01 
4.5238095238095233e-01 1.6666666666666666e-01 3.8095238095238093e-01 
4.5238095238095233e-01 2.3809523809523808e-01 3.0952380952380953e-01 
4.5238095238095233e-01 3.0952380952380953e-01 2.3809523809523808e-01 
4.5238095238095233e-01 3.8095238095238093e-01 1.6666666666666666e-01 
5.2380952380952384e-01 1.6666666666666666e-01 3.0952380952380953e-01 
5.2380952380952384e-01 2.3809523809523808e-01 2.3809523809523808e-01 
5.2380952380952384e-01 3.0952380952380953e-01 1.6666666666666666e-01 
5.9523809523809523e-01 1.6666666666666666e-01 2.3809523809523808e-01 
5.9523809523809523e-01 2.3809523809523808e-01 1.6666666666666666e-01 
6.6666666666666663e-01 1.6666666666666666e-01 1.6666666666666666e-01 
