time,humidity,temperature
1522085313,32,35
1522085320,32,35
1522085328,32,35
1522085339,33,35
1522085347,33,35
1522085352,33,35
1522085358,33,35
1522085363,33,35
1522085377,34,35
1522085384,34,35
1522085390,34,35
1522085397,34,35
1522085401,34,35
1522085406,34,35
1522085412,34,35
1522085422,34,35
1522085509,26,34
1522085515,34,32
1522085520,34,32
1522085525,34,32
1522085533,34,32
1522085539,35,32
1522085544,35,33
1522085552,36,33
1522085556,36,33
1522085561,36,33
1522085568,36,33
1522085573,36,33
1522085578,36,33
1522085583,36,33
1522085588,36,33
1522085593,36,34
1522085598,36,34
1522085603,36,34
1522085607,36,34
1522085612,36,34
1522085625,36,34
1522085630,36,34
1522085638,36,34
1522085643,36,34
1522085648,36,34
1522085658,36,34
1522085663,36,34
1522085668,36,34
1522085673,36,34
1522085678,36,34
1522085683,36,35
1522085692,36,35
1522085697,36,35
1522085731,36,35
1522085764,36,35
1522085798,36,35
1522085832,37,36
1522085865,37,36
1522085901,37,37
1522085935,37,37
1522085968,37,37
1522086002,36,37
1522086036,20,35
1522086069,26,30
1522086103,30,29
1522086136,32,26
1522086170,37,25
1522086203,39,24
1522086237,41,23
1522086256,41,24
1522086263,41,24
1522086271,41,23
1522086278,41,24
1522086283,41,23
1522086287,41,23
1522086295,41,23
1522086304,42,23
1522086309,42,23
1522086314,43,23
1522086319,43,23
1522086323,43,23
1522086328,43,23
1522086333,44,23
1522086343,44,24
1522086348,44,24
1522086352,43,24
1522086362,41,24
1522086367,41,24
1522086377,41,24
1522086387,41,24
1522086394,40,24
1522086399,41,24
1522086406,40,24
1522086412,40,24
1522086417,40,24
1522086421,40,24
1522086426,40,24
1522086431,40,24
1522086436,40,24
1522086443,40,24
1522086448,39,25
1522086453,39,25
1522086458,39,25
1522086463,39,25
1522086468,39,25
1522086478,38,25
1522086486,38,25
1522086493,38,25
1522086498,38,25
1522086507,38,25
1522086515,39,26
1522086519,38,26
1522086524,38,26
1522086529,38,26
1522086539,37,26
1522086546,36,26
1522086551,36,26
1522086555,36,26
1522086560,36,26
1522086565,36,26
