time,humidity,temperature
1522084757.406089, 21.0, 40.0
1522084771.261505, 21.0, 40.0
1522084777.501454, 21.0, 40.0
1522084783.741481, 21.0, 40.0
1522084789.996507, 22.0, 40.0
1522084796.221479, 22.0, 40.0
1522084804.990622, 22.0, 39.0
1522084816.283217, 23.0, 39.0
1522084826.243098, 23.0, 39.0
1522084864.116478, 24.0, 38.0
1522084868.782779, 24.0, 38.0
1522084875.422619, 24.0, 38.0
1522084887.121274, 25.0, 38.0
1522084893.793269, 25.0, 38.0
1522084897.982014, 25.0, 38.0
1522084907.149051, 25.0, 38.0
1522084913.822176, 25.0, 38.0
1522084920.459411, 25.0, 38.0
1522084932.158467, 25.0, 38.0
1522084936.859021, 26.0, 38.0
1522084946.028896, 26.0, 38.0
1522084957.753826, 25.0, 37.0
1522084966.509503, 25.0, 37.0
1522084978.236718, 25.0, 37.0
1522084984.888908, 26.0, 37.0
1522084991.103022, 26.0, 37.0
1522084997.341314, 26.0, 37.0
1522085006.108859, 26.0, 37.0
1522085014.873909, 26.0, 37.0
1522085021.501411, 26.0, 37.0
1522085027.74214, 27.0, 37.0
1522085036.510338, 27.0, 37.0
1522085045.277235, 27.0, 37.0
1522085051.903309, 27.0, 37.0
1522085058.143536, 27.0, 36.0
1522085064.381348, 27.0, 36.0
1522085070.620728, 27.0, 36.0
1522085076.863814, 27.0, 36.0
1522085090.683689, 28.0, 36.0
1522085099.836591, 28.0, 36.0
1522085109.036943, 28.0, 36.0
1522085115.709143, 28.0, 36.0
1522085119.262232, 28.0, 36.0
1522085125.913468, 28.0, 36.0
1522085132.542036, 28.0, 36.0
1522085139.181993, 28.0, 36.0
1522085145.823288, 29.0, 36.0
1522085154.987157, 29.0, 36.0
1522085161.659474, 28.0, 35.0
1522085173.352926, 29.0, 36.0
1522085182.50977, 28.0, 35.0
1522085188.748787, 29.0, 35.0
1522085192.30143, 29.0, 35.0
1522085201.47064, 29.0, 35.0
1522085210.640697, 29.0, 35.0
1522085217.310625, 29.0, 35.0
1522085226.5193, 29.0, 35.0
1522085230.623626, 29.0, 35.0
1522085237.26226, 29.0, 35.0
1522085243.903471, 29.0, 35.0
1522085250.539835, 29.0, 35.0
1522085257.182637, 29.0, 35.0
1522085263.821547, 29.0, 35.0
1522085270.462736, 29.0, 35.0
1522085282.163057, 29.0, 35.0
1522085291.91401, 29.0, 35.0
1522085298.029948, 29.0, 35.0
1522085304.703542, 29.0, 35.0
1522085311.343896, 29.0, 35.0
1522085317.982145, 29.0, 35.0
1522085324.621942, 29.0, 35.0
1522085331.261283, 30.0, 35.0
1522085337.9022, 30.0, 35.0
1522085352.12675, 30.0, 35.0
1522085356.863737, 30.0, 35.0
1522085363.503419, 30.0, 35.0
1522085369.74121, 30.0, 35.0
1522085375.982097, 30.0, 35.0
1522085389.801344, 30.0, 35.0
1522085393.340146, 30.0, 35.0
1522085399.980683, 30.0, 35.0
1522085411.677105, 30.0, 35.0
1522085417.903246, 30.0, 35.0
1522085426.666478, 30.0, 35.0
1522085438.394026, 29.0, 35.0
1522085445.629232, 29.0, 35.0
1522085457.316222, 29.0, 35.0
1522085460.862054, 29.0, 35.0
1522085467.501376, 29.0, 35.0
1522085474.139836, 29.0, 35.0
1522085483.31298, 29.0, 35.0
1522085489.95035, 29.0, 35.0
1522085499.152733, 29.0, 35.0
1522085503.263497, 29.0, 35.0
1522085509.903933, 29.0, 35.0
1522085516.542546, 29.0, 35.0
1522085523.181501, 29.0, 35.0
1522085529.818761, 30.0, 36.0
1522085536.461588, 29.0, 36.0
1522085548.157414, 29.0, 36.0
1522085552.862047, 28.0, 36.0
1522085564.553926, 28.0, 36.0
